CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMKHSI2	JMSM8B3	9857	20122	35	41	[0] 35 69 [2] 25	[0] OFF[2] OFF	[0]63[2]33
JMKHSI3	JMSM8B3	9857	20123	55	71	[0] 55 77 [2] 16	[0] OFF[2] OFF	[0]62[2]55
JMKJJI1	JMSM8B3	9857	20131	34	36	[0] 2 20 29 34 56 71 82 [2] 16	[0] ON[2] OFF	[0]5[2]33
JMKJJI2	JMSM8B3	9857	20132	58	50	[0] 58 79 [2] 94	[0] OFF[2] OFF	[0]32[2]38
JMKJJI3	JMSM8B3	9857	20133	32	26	[0] 6 12 24 32 66 [2] 84	[0] ON[2] OFF	[0]62[2]10
JMKJJI8	JMSM8B3	9857	20138	37	16	[0] 37 62 69 [2] 76	[0] ON[2] OFF	[0]54[2]42
JMKKCG1	JMSM8B3	9857	20141	40	12	[0] 21 40 [2] 94	[0] ON[2] OFF	[0]11[2]12
JMKKCG2	JMSM8B3	9857	20142	33	23	[0] 33 64 [2] 61	[0] OFF[2] OFF	[0]7[2]42
JMKKCG3	JMSM8B3	9857	20143	47	42	[0] 47 [2] 88	[0] OFF[2] OFF	[0]4[2]27
JMKLWU1	JMSM8B3	9857	20151	51	35	[0] 51 [2] 82	[0] OFF[2] OFF	[0]6[2]23
JMKLWU2	JMSM8B3	9857	20152	54	52	[0] 54 [2] 26	[0] OFF[2] OFF	[0]5[2]42
JMKLWU3	JMSM8B3	9857	20153	31	26	[0] 31 [2] 3	[0] OFF[2] OFF	[0]5[2]62
JMKNLN1	JMSM8B3	9857	20161	36	64	[0] 36 [2] 9	[0] OFF[2] OFF	[0]32[2]20
JMKNLN2	JMSM8B3	9857	20162	34	72	[0] 34 [2] 75	[0] OFF[2] OFF	[0]33[2]55
JMKNSE1	JMSM8B3	9857	20171	43	32	[0] 22 28 43 [2] 85	[0] OFF[2] OFF	[0]13[2]30
JMKNSE2	JMSM8B3	9857	20172	32	62	[0] 32 [2] 12	[0] OFF[2] OFF	[0]12[2]41
JMKNSE3	JMSM8B3	9857	20173	34	22	[0] 34 [2] 24	[0] OFF[2] OFF	[0]12[2]32
JMKNXI1	JMSM8B3	9857	20181	47	37	[0] 47 [2] 20	[0] OFF[2] OFF	[0]57[2]8
JMKNXI2	JMSM8B3	9857	20182	39	32	[0] 39 [2] 84	[0] OFF[2] OFF	[0]57[2]44
JMKNXI3	JMSM8B3	9857	20183	43	35	[0] 43 [2] 65 68	[0] OFF[2] OFF	[0]58[2]28
JMKQTG1	JMSM8B3	9857	20191	47	56	[0] 47 81 87 [2] 71	[0] OFF[2] OFF	[0]12[2]27
JMKQTG2	JMSM8B3	9857	20192	31	35	[0] 6 19 31 89 [2] 13 27	[0] OFF[2] OFF	[0]25[2]55
JMKQTG3	JMSM8B3	9857	20193	38	54	[0] 38 73 78 [2] 15	[0] OFF[2] OFF	[0]39[2]24
JMKQXG1	JMSM8B3	9857	20201	39	72	[0] 39 [2] 5	[0] OFF[2] OFF	[0]12[2]14
JMKQXG2	JMSM8B3	9857	20202	54	17	[0] 54 [2] 72	[0] OFF[2] OFF	[0]7[2]53
JMKSHE1	JMSM8B3	9857	20221	37	30	[0] 16 37 70 [2] 79	[0] ON[2] OFF	[0]53[2]43
JMKSHE2	JMSM8B3	9857	20222	52	71	[0] 4 52 66 [2] 85	[0] ON[2] OFF	[0]57[2]25
JMKSHE3	JMSM8B3	9857	20223	55	65	[0] 12 19 55 76 83 [2] 93	[0] ON[2] OFF	[0]62[2]58
JMKSJN1	JMSM8B3	9857	20231	48	36	[0] 48 [2] 9	[0] OFF[2] OFF	[0]6[2]41
JMKSJN2	JMSM8B3	9857	20232	36	70	[0] 36 [2] 29	[0] OFF[2] OFF	[0]0[2]2
JMKSJN3	JMSM8B3	9857	20233	52	51	[0] 52 [2] 90	[0] OFF[2] OFF	[0]59[2]6
JMKSLN1	JMSM8B3	9857	20241	41	53	[0] 41 [2] 73	[0] OFF[2] OFF	[0]60[2]61
JMKSLN2	JMSM8B3	9857	20242	57	72	[0] 57 [2] 91	[0] OFF[2] OFF	[0]11[2]46
JMKSLN3	JMSM8B3	9857	20243	52	24	[0] 52 [2] 4	[0] OFF[2] OFF	[0]27[2]29
JMKSSK1	JMSM8B3	9857	20251	47	76	[0] 13 47 [2] 87	[0] OFF[2] OFF	[0]25[2]10
JMKSSK2	JMSM8B3	9857	20252	51	52	[0] 51 [2] 18	[0] OFF[2] OFF	[0]57[2]10
JMKSSK3	JMSM8B3	9857	20253	34	20	[0] 34 [2] 1	[0] OFF[2] OFF	[0]19[2]43
JMKSWN1	JMSM8B3	9857	20261	51	67	[0] 51 [2] 63	[0] OFF[2] OFF	[0]52[2]14
JMKSWN2	JMSM8B3	9857	20262	31	41	[0] 31	[0] OFF	[0]57
JMKSWN3	JMSM8B3	9857	20263	55	11	[0] 55	[0] OFF	[0]11
JMKSZU1	JMSM8B3	9857	20271	31	71	[0] 1 31 70 [2] 65	[0] ON[2] OFF	[0]35[2]12
JMKSZU2	JMSM8B3	9857	20272	42	22	[0] 42 [2] 3	[0] OFF[2] OFF	[0]62[2]20
JMKSZU3	JMSM8B3	9857	20273	58	27	[0] 26 58 92 [2] 63	[0] OFF[2] OFF	[0]26[2]17
JMKSZU4	JMSM8B3	9857	20274	54	60	[0] 6 13 54 [2] 23	[0] OFF[2] OFF	[0]61[2]16
JMKTNL1	JMSM8B3	9857	20281	33	42	[0] 33 [2] 73	[0] OFF[2] OFF	[0]59[2]24
JMKTNL2	JMSM8B3	9857	20282	35	50	[0] 35 [2] 21	[0] OFF[2] OFF	[0]23[2]18
JMKWPK1	JMSM8B3	9857	20291	34	30	[0] 34 73 [2] 24	[0] OFF[2] OFF	[0]8[2]49
JMKWPK2	JMSM8B3	9857	20292	51	20	[0] 51 [2] 91	[0] OFF[2] OFF	[0]38[2]32
JMKWPK3	JMSM8B3	9857	20293	54	74	[0] 54 [2] 77	[0] OFF[2] OFF	[0]5[2]37
JMKXBI1	JMSM8B3	9857	20301	38	37	[0] 38 [2] 91	[0] OFF[2] OFF	[0]61[2]46
JMKXBI2	JMSM8B3	9857	20302	53	32	[0] 53 [2] 24	[0] OFF[2] OFF	[0]62[2]62
JMKXGG1	JMSM8B3	9857	20311	50	24	[0] 50 [2] 77	[0] OFF[2] OFF	[0]7[2]4
JMKXGG2	JMSM8B3	9857	20312	39	71	[0] 15 39 [2] 60	[0] OFF[2] OFF	[0]22[2]54
JMKXGG3	JMSM8B3	9857	20313	56	10	[0] 4 10 56 74 81 [2] 17	[0] ON[2] OFF	[0]38[2]11
JMKXGG8	JMSM8B3	9857	20318	41	65	[0] 41 87 [2] 63	[0] OFF[2] OFF	[0]20[2]60
JMKYDG1	JMSM8B3	9857	20321	50	10	[0] 27 50 67 [2] 89	[0] ON[2] OFF	[0]27[2]32
JMKYDG2	JMSM8B3	9857	20322	47	64	[0] 4 11 47 [2] 75	[0] ON[2] OFF	[0]63[2]27
JMKYDG3	JMSM8B3	9857	20323	41	35	[0] 26 41 77 [2] 60	[0] ON[2] OFF	[0]50[2]44
JMKYXG1	JMSM8B3	9857	20331	31	20	[0] 3 26 31 [2] 68	[0] OFF[2] OFF	[0]56[2]9
JMKYXG2	JMSM8B3	9857	20332	53	62	[0] 8 53 70 [2] 21	[0] ON[2] OFF	[0]39[2]10
JMKYXG3	JMSM8B3	9857	20333	35	60	[0] 35 64 [2] 60	[0] OFF[2] OFF	[0]55[2]15
JMKYXG8	JMSM8B3	9857	20338	50	54	[0] 50 [2] 10	[0] OFF[2] OFF	[0]17[2]14
JMKZDG1	JMSM8B3	9857	20341	33	53	[0] 33 84 [2] 23	[0] OFF[2] OFF	[0]23[2]41
JMKZDG2	JMSM8B3	9857	20342	42	13	[0] 42 90 [2] 12	[0] OFF[2] OFF	[0]21[2]47
JMKZDG3	JMSM8B3	9857	20343	51	24	[0] 51 [2] 63	[0] OFF[2] OFF	[0]20[2]25
JMKZDG8	JMSM8B3	9857	20348	45	15	[0] 45 [2] 18	[0] OFF[2] OFF	[0]3[2]32
JDHBCG1	JMSM9B1	9286	35251	527	14	[0] 527 541 600 610 [2] 546 625	[0] ON[2] OFF	[0]33[2]20
JDHBCG2	JMSM9B1	9286	35252	512	73	[0] 512 559 567 [2] 539	[0] ON[2] OFF	[0]43[2]34
JDHBCG3	JMSM9B1	9286	35253	517	72	[0] 517 552 562 [2] 570	[0] ON[2] OFF	[0]34[2]51
JDHBDG1	JMSM9B1	9286	30251	530	37	[0] 530 543 548 553 558 565 567 590 600 [2] 569	[0] ON[2] OFF	[0]16[2]39
JDHBDG3	JMSM9B1	9286	30253	536	52	[0] 536 563 587 602 608 618 622 [2] 633	[0] ON[2] OFF	[0]9[2]38
JDHBDG8	JMSM9B1	9286	30258	518	45	[0] 514 518 541 546 551 555 573 580 625 [2] 560	[0] ON[2] OFF	[0]6[2]9
JDHDFU1	JMSM9B1	9286	30201	536	37	[0] 536 560 594 610 616 626 634 [2] 606	[0] ON[2] OFF	[0]11[2]21
JDHDFU2	JMSM9B1	9286	30202	526	56	[0] 526 581 592 597 630 [2] 614	[0] OFF[2] OFF	[0]39[2]4
JDHDFU3	JMSM9B1	9286	30203	514	72	[0] 514 538 564 569 584 588 601 [2] 621	[0] ON[2] OFF	[0]12[2]11
JDHDKX1	JMSM9B1	9286	30024	514	41	[0] 514 [2] 557	[0] OFF[2] OFF	[0]34[2]57
JDHDKX2	JMSM9B1	9286	30025	535	23	[0] 535 554 593 [2] 544	[0] ON[2] OFF	[0]62[2]24
JDHDKX3	JMSM9B1	9286	30026	522	46	[0] 522 [2] 572	[0] OFF[2] OFF	[0]27[2]56
JDHDXO1	JMSM9B1	9286	30041	514	43	[0] 514 553 564 589 608 632 [2] 569 628	[0] ON[2] OFF	[0]6[2]44
JDHDXO2	JMSM9B1	9286	30042	512	31	[0] 512 543 549 [2] 556	[0] ON[2] OFF	[0]30[2]8
JDHDXO3	JMSM9B1	9286	30043	518	35	[0] 518 538 547 [2] 572	[0] ON[2] OFF	[0]55[2]37
JDHDXO8	JMSM9B1	9286	30048	521	36	[0] 521 567 574 [2] 581	[0] ON[2] OFF	[0]17[2]3
JDHFZC1	JMSM9B1	9286	30021	536	14	[0] 536 547 553 593 [2] 618 622	[0] ON[2] OFF	[0]24[2]8
JDHFZC2	JMSM9B1	9286	30022	533	64	[0] 533 572 589 [2] 564	[0] ON[2] OFF	[0]51[2]47
JDHFZC3	JMSM9B1	9286	30023	530	11	[0] 530 570 633 [2] 545	[0] ON[2] OFF	[0]34[2]29
JDHGGM1	JMSM9B1	9286	30071	524	41	[0] 524 542 549 [2] 560	[0] ON[2] OFF	[0]28[2]46
JDHGGM2	JMSM9B1	9286	30072	513	70	[0] 513 552 564 [2] 568	[0] ON[2] OFF	[0]33[2]54
JDHGGM3	JMSM9B1	9286	30073	528	50	[0] 528 566 574 [2] 581	[0] ON[2] OFF	[0]39[2]63
JDHHSB1	JMSM9B1	9286	30051	518	62	[0] 518 539 543 [2] 552	[0] ON[2] OFF	[0]22[2]57
JDHHSB2	JMSM9B1	9286	30052	520	36	[0] 520 545 554 [2] 566 591	[0] OFF[2] OFF	[0]54[2]28
JDHHSB3	JMSM9B1	9286	30053	522	37	[0] 522 548 564 [2] 588	[0] ON[2] OFF	[0]23[2]0
JDHHSN1	JMSM9B1	9286	30151	523	54	[0] 523 538 543 565 596 608 612 [2] 617 621 631	[0] ON[2] OFF	[0]43[2]32
JDHHSN2	JMSM9B1	9286	30152	531	70	[0] 531 572 576 619 623 [2] 554	[0] ON[2] OFF	[0]17[2]9
JDHHSN3	JMSM9B1	9286	30153	513	14	[0] 513 550 559 568 584 591 605 610 625 635 [2] 580 629	[0] ON[2] OFF	[0]56[2]51
JDHHSN8	JMSM9B1	9286	30158	525	14	[0] 525 540 556 586 601 614 [2] 594 627	[0] ON[2] OFF	[0]2[2]48
JDHJHG1	JMSM9B1	9286	30221	512	64	[0] 512 595 605 611 [2] 579 585	[0] ON[2] OFF	[0]49[2]3
JDHJHG2	JMSM9B1	9286	30222	514	46	[0] 514 549 557 602 628 633 [2] 569 582	[0] ON[2] OFF	[0]27[2]1
JDHJHG3	JMSM9B1	9286	30223	531	57	[0] 531 541 546 555 600 619 [2] 563 572	[0] ON[2] OFF	[0]6[2]0
JDHLCG1	JMSM9B1	9286	30341	535	17	[0] 535 542 [2] 568 574	[0] ON[2] OFF	[0]3[2]18
JDHLCG2	JMSM9B1	9286	65402	517	43	[0] 517 595 600 [2] 548 577 605	[0] ON[2] OFF	[0]7[2]27
JDHLCG3	JMSM9B1	9286	30343	520	27	[0] 520 579 [2] 602 609	[0] OFF[2] OFF	[0]12[2]37
JDHNHG1	JMSM9B1	9286	30261	529	56	[0] 529 551 561 590 [2] 598 618	[0] ON[2] OFF	[0]32[2]60
JDHNHG2	JMSM9B1	9286	30262	517	75	[0] 517 549 570 607 624 [2] 635	[0] ON[2] OFF	[0]4[2]37
JDHNHG3	JMSM9B1	9286	30263	533	30	[0] 533 578 583 593 603 615 [2] 622 630	[0] ON[2] OFF	[0]0[2]58
JDHRMX1	JMSM9B1	9286	30241	527	50	[0] 527 538 577 587 598 621 628 [2] 552	[0] ON[2] OFF	[0]55[2]55
JDHRMX2	JMSM9B1	9286	30242	521	66	[0] 521 559 570 584 593 605 635 [2] 610	[0] ON[2] OFF	[0]27[2]47
JDHRMX3	JMSM9B1	9286	30243	523	46	[0] 523 561 616 [2] 549	[0] OFF[2] OFF	[0]0[2]40
JDHSHF1	JMSM9B1	9286	35241	521	71	[0] 521 556 571 583 627 [2] 587	[0] ON[2] OFF	[0]32[2]11
JDHSHF2	JMSM9B1	9286	35242	517	74	[0] 517 543 554 573 579 [2] 539	[0] ON[2] OFF	[0]21[2]2
JDHSHF3	JMSM9B1	9286	35243	512	65	[0] 512 550 560 585 594 [2] 604	[0] ON[2] OFF	[0]43[2]50
JDHSHU1	JMSM9B1	9286	30081	528	25	[0] 528 617 634	[0] ON	[0]22
JDHSHU2	JMSM9B1	9286	30082	518	14	[0] 518 580 584 591 623 [2] 554	[0] ON[2] OFF	[0]56[2]36
JDHSHU3	JMSM9B1	9286	30083	514	55	[0] 514 546 559 566 573 [2] 540	[0] ON[2] OFF	[0]27[2]10
JDHSWI1	JMSM9B1	9286	30031	519	65	[0] 519 538 548 565 [2] 606 620	[0] ON[2] OFF	[0]13[2]60
JDHSWI2	JMSM9B1	9286	30032	515	41	[0] 515 540 559 [2] 568	[0] ON[2] OFF	[0]49[2]35
JDHSWI3	JMSM9B1	9286	30033	523	34	[0] 523 546 550 561 577 586 [2] 571 617	[0] ON[2] OFF	[0]22[2]11
JDHTWI1	JMSM9B1	9286	30271	528	64	[0] 528 561 577 598 607 620 [2] 552 615	[0] ON[2] OFF	[0]36[2]21
JDHTWI2	JMSM9B1	9286	30272	519	60	[0] 519 548 613 [2] 588	[0] OFF[2] OFF	[0]60[2]47
JDHTWI3	JMSM9B1	9286	30273	525	45	[0] 525 564 596 [2] 618	[0] ON[2] OFF	[0]46[2]55
JDHWHA1	JMSM9B1	9286	30281	527	32	[0] 527 541 600 [2] 573	[0] ON[2] OFF	[0]55[2]25
JDHWHA2	JMSM9B1	9286	30282	525	25	[0] 525 539 564 591 627 [2] 581	[0] OFF[2] OFF	[0]44[2]30
JDHWHA3	JMSM9B1	9286	30283	530	20	[0] 530 561 569 [2] 552	[0] OFF[2] OFF	[0]4[2]63
JDHXXN1	JMSM9B1	9286	30014	537	24	[0] 537 589 612 [2] 584	[0] ON[2] OFF	[0]58[2]2
JDHXXN2	JMSM9B1	9286	30015	513	13	[0] 513 547 614 [2] 622	[0] ON[2] OFF	[0]17[2]28
JDHXXN3	JMSM9B1	9286	30016	534	17	[0] 534 594 603 [2] 571	[0] ON[2] OFF	[0]41[2]55
JDHZAO1	JMSM9B1	9286	30061	532	74	[0] 532 553 557 564 581 597 607 620 630 [2] 575	[0] ON[2] OFF	[0]56[2]11
JDHZAO2	JMSM9B1	9286	30062	537	42	[0] 537 569 577 583 605 617 [2] 625 632	[0] ON[2] OFF	[0]40[2]62
JDHZAO3	JMSM9B1	9286	30063	522	23	[0] 522 544 [2] 588 599	[0] OFF[2] OFF	[0]25[2]50
JDHZBZ1	JMSM9B1	9286	30291	521	44	[0] 521 545 578 589 599 [2] 563	[0] ON[2] OFF	[0]3[2]48
JDHZBZ2	JMSM9B1	9286	30292	523	22	[0] 523 561 571 596 609 616 631 [2] 582	[0] ON[2] OFF	[0]57[2]40
JDHZBZ3	JMSM9B1	9286	30293	515	16	[0] 515 542 566 575 [2] 603 612	[0] ON[2] OFF	[0]32[2]29
JDHZHL1	JMSM9B1	9286	30231	516	23	[0] 516 558 562 612 [2] 584 624	[0] ON[2] OFF	[0]57[2]46
JDHZHL2	JMSM9B1	9286	30232	520	31	[0] 520 550 555 579 586 595 [2] 571 635	[0] ON[2] OFF	[0]62[2]61
JDHZHL3	JMSM9B1	9286	30233	534	42	[0] 534 547 574 604 [2] 592 629	[0] ON[2] OFF	[0]51[2]42
JDHZNQ1	JMSM9B1	9286	30431	535	13	[0] 535 611 615 620 626 630 634 [2] 606	[0] OFF[2] OFF	[0]14[2]42
JDHZNQ2	JMSM9B1	9286	30432	529	23	[0] 529 624 628 [2] 613	[0] ON[2] OFF	[0]56[2]25
JDHZNQ3	JMSM9B1	9286	30433	526	45	[0] 526 550 557 [2] 544	[0] ON[2] OFF	[0]35[2]9
JDHZSE1	JMSM9B1	9286	65407	537	62	[0] 537 542 547 [2] 555	[0] ON[2] OFF	[0]26[2]59
JDHZSE2	JMSM9B1	9286	30002	513	42	[0] 513 557 563 572 [2] 568 580	[0] ON[2] OFF	[0]36[2]8
JDHZSE3	JMSM9B1	9286	30003	516	44	[0] 516 551 582 [2] 576	[0] ON[2] OFF	[0]47[2]22
JMHBCG1	JMSM9B1	9286	25151	54	43	[0] 54 64 91 [2] 10	[0] OFF[2] OFF	[0]10[2]24
JMHBCG2	JMSM9B1	9286	25152	40	42	[0] 40 [2] 73 [3] 21	[0] OFF[2] OFF[3] OFF	[0]11[2]47[3]17
JMHBCG3	JMSM9B1	9286	25153	47	10	[0] 47 70 85 88 [1] 1020 [2] 26	[0] OFF[1] OFF[2] OFF	[0]12[1]19[2]42
JMHBDG1	JMSM9B1	9286	20001	31	16	[0] 1 5 9 31 55 91 [2] 75 85	[0] ON[2] OFF	[0]19[2]18
JMHBDG2	JMSM9B1	9286	20002	46	50	[0] 3 11 15 46 60 77 89 [2] 81	[0] ON[2] OFF	[0]15[2]59
JMHBDG3	JMSM9B1	9286	20003	45	31	[0] 45 56 62 69 [2] 29 83	[0] ON[2] OFF	[0]12[2]24
JMHBDG8	JMSM9B1	9286	20008	53	14	[0] 7 23 53 58 65 71 87 [1] 1021 [2] 19 94	[0] ON[1] OFF[2] OFF	[0]10[1]13[2]56
JMHBJK1	JMSM9B1	9286	25101	34	50	[0] 1 9 30 34 88 [2] 78	[0] ON[2] OFF	[0]7[2]33
JMHBJK2	JMSM9B1	9286	25102	40	15	[0] 23 40 86 [2] 7 20 72	[0] ON[2] OFF	[0]13[2]12
JMHBJK3	JMSM9B1	9286	25103	32	73	[0] 5 12 16 32 58 [2] 68	[0] ON[2] OFF	[0]8[2]49
JMHDFU1	JMSM9B1	9286	25111	42	36	[0] 14 23 42 72 78 86 91 [2] 2	[0] ON[2] OFF	[0]27[2]27
JMHDFU2	JMSM9B1	9286	25112	56	21	[0] 6 10 16 29 56 58 68 [1] 1020 1023 [2] 89	[0] ON[1] OFF[2] OFF	[0]28[1]61[2]20
JMHDFU3	JMSM9B1	9286	65401	38	63	[0] 25 38 61 65 [2] 4 12	[0] ON[2] OFF	[0]29[2]37
JMHDKX1	JMSM9B1	9286	61521	36	25	[0] 1 36 [2] 64	[0] OFF[2] OFF	[0]30[2]55
JMHDKX2	JMSM9B1	9286	61522	54	66	[0] 7 10 13 54 [2] 71	[0] ON[2] OFF	[0]31[2]47
JMHDKX3	JMSM9B1	9286	61523	42	11	[0] 42 [2] 6	[0] ON[2] OFF	[0]32[2]6
JMHDRF9	JMSM9B1	9286	25264	52	67	[0] 17 22 29 52 58 61 67 70 75 85 92 [2] 2	[0] ON[2] OFF	[0]19[2]46
JMHDXO1	JMSM9B1	9286	65411	33	57	[0] 5 9 30 33 59 91 [2] 23 67	[0] ON[2] OFF	[0]46[2]24
JMHDXO2	JMSM9B1	9286	20072	50	14	[0] 1 13 50 57 62 94 [2] 82 88	[0] ON[2] OFF	[0]55[2]37
JMHDXO3	JMSM9B1	9286	20073	37	53	[0] 4 19 29 37 60 80 [2] 15 71	[0] ON[2] OFF	[0]1[2]51
JMHDXO8	JMSM9B1	9286	20078	44	44	[0] 11 27 44 [2] 75	[0] ON[2] OFF	[0]12[2]2
JMHFHA1	JMSM9B1	9286	22521	31	70	[0] 4 31 77 [2] 83	[0] ON[2] OFF	[0]27[2]52
JMHFHA2	JMSM9B1	9286	22522	33	54	[0] 13 33 72 [2] 27	[0] ON[2] OFF	[0]7[2]34
JMHFZC1	JMSM9B1	9286	25121	44	74	[0] 44 93 [2] 29 73	[0] ON[2] OFF	[0]40[2]53
JMHFZC2	JMSM9B1	9286	25122	52	50	[0] 52 81 [2] 23 [3] 18	[0] OFF[2] OFF[3] OFF	[0]11[2]7[3]40
JMHFZC3	JMSM9B1	9286	25123	46	10	[0] 26 46 59 [2] 84	[0] ON[2] OFF	[0]47[2]40
JMHGGM2	JMSM9B1	9286	20112	54	55	[0] 54 [2] 14	[0] OFF[2] OFF	[0]32[2]51
JMHGGM3	JMSM9B1	9286	20113	56	24	[0] 4 56 [2] 1 11	[0] OFF[2] OFF	[0]38[2]30
JMHGGM8	JMSM9B1	9286	20018	38	24	[0] 13 38 73 76 [2] 69 90	[0] ON[2] OFF	[0]45[2]22
JMHHKG1	JMSM9B1	9286	20061	42	50	[0] 16 42 56 [2] 25	[0] ON[2] OFF	[0]20[2]17
JMHHKG2	JMSM9B1	9286	20062	50	61	[0] 2 30 50 [2] 22	[0] ON[2] OFF	[0]18[2]18
JMHHKG3	JMSM9B1	9286	20063	48	55	[0] 5 13 48 [2] 63	[0] OFF[2] OFF	[0]17[2]20
JMHHSB1	JMSM9B1	9286	65412	41	73	[0] 20 41 [2] 61	[0] OFF[2] OFF	[0]10[2]4
JMHHSB2	JMSM9B1	9286	25142	48	11	[0] 48 80 92 [2] 3	[0] OFF[2] OFF	[0]11[2]21
JMHHSB3	JMSM9B1	9286	25143	55	63	[0] 55 82 [2] 12 88	[0] ON[2] OFF	[0]12[2]23
JMHHSN1	JMSM9B1	9286	25131	38	71	[0] 13 25 38 67 92 [1] 1022 [2] 19 82	[0] ON[1] OFF[2] OFF	[0]16[1]41[2]49
JMHHSN2	JMSM9B1	9286	25132	52	16	[0] 52 59 [2] 55 74 [3] 69 79	[0] OFF[2] OFF[3] OFF	[0]17[2]10[3]53
JMHHSN3	JMSM9B1	9286	25133	35	61	[0] 10 35 85 89 [1] 1020 [2] 22 61 94	[0] ON[1] OFF[2] OFF	[0]18[1]60[2]2
JMHHSN8	JMSM9B1	9286	25138	46	36	[0] 46 57 64 [2] 17 71 [3] 8 15 86	[0] OFF[2] OFF[3] OFF	[0]13[2]34[3]3
JMHJHG1	JMSM9B1	9286	25201	32	33	[0] 32 58 [2] 21 62	[0] ON[2] OFF	[0]22[2]44
JMHJHG2	JMSM9B1	9286	25202	36	17	[0] 4 18 28 36 56 65 80 90 [2] 14 87	[0] ON[2] OFF	[0]23[2]22
JMHJHG3	JMSM9B1	9286	25203	53	45	[0] 53 60 67 71 74 [2] 84	[0] ON[2] OFF	[0]24[2]36
JMHKXC1	JMSM9B1	9286	25291	44	42	[0] 44 62 [1] 0 1021 [2] 74 87	[0] OFF[1] OFF[2] OFF	[0]56[1]13[2]35
JMHKXC2	JMSM9B1	9286	25292	53	34	[0] 6 12 21 25 53 55 64 72 79 89 [2] 59 83	[0] ON[2] OFF	[0]19[2]44
JMHKXC3	JMSM9B1	9286	25293	34	72	[0] 4 14 19 23 34 57 66 [2] 10	[0] OFF[2] OFF	[0]32[2]53
JMHKXC8	JMSM9B1	9286	25298	42	44	[0] 29 42 69 [2] 76	[0] OFF[2] OFF	[0]62[2]44
JMHLCG1	JMSM9B1	9286	65400	34	36	[0] 26 34 80 [2] 66	[0] ON[2] OFF	[0]29[2]55
JMHLCG2	JMSM9B1	9286	27012	47	55	[0] 1 14 17 23 47 [2] 6	[0] ON[2] OFF	[0]30[2]58
JMHLCG3	JMSM9B1	9286	27013	32	42	[0] 20 32 [2] 62 73	[0] OFF[2] OFF	[0]31[2]2
JMHNHG1	JMSM9B1	9286	25161	52	65	[0] 25 52 61 73 [2] 20 84	[0] ON[2] OFF	[0]14[2]5
JMHNHG2	JMSM9B1	9286	25162	39	26	[0] 12 22 39 78 [1] 1023 [2] 6 72	[0] ON[1] OFF[2] OFF	[0]18[1]18[2]0
JMHNHG3	JMSM9B1	9286	25163	50	41	[0] 1 16 50 68 94 [2] 9	[0] ON[2] OFF	[0]23[2]56
JMHNHG8	JMSM9B1	9286	25168	46	57	[0] 18 46 57 66 87 [2] 28	[0] ON[2] OFF	[0]29[2]50
JMHPOS2	JMSM9B1	9286	65410	31	17	[0] 31 74 86 [2] 93	[0] ON[2] OFF	[0]56[2]35
JMHPOS3	JMSM9B1	9286	65413	51	17	[0] 2 51 59 [2] 63	[0] ON[2] OFF	[0]45[2]26
JMHQJN4	JMSM9B1	9286	24004	48	13	[0] 48 94 [2] 18 77	[0] OFF[2] OFF	[0]59[2]56
JMHRMX1	JMSM9B1	9286	25221	50	20	[0] 1 50 85 [2] 17 58 78 [3] 5 8 12 70	[0] OFF[2] OFF[3] OFF	[0]8[2]5[3]34
JMHRMX2	JMSM9B1	9286	25222	54	16	[0] 21 54 67 [2] 14 63 82 [3] 3 27 79 93	[0] OFF[2] OFF[3] OFF	[0]9[2]7[3]51
JMHRMX3	JMSM9B1	9286	25223	38	11	[0] 10 38 73 [2] 16 24 61	[0] ON[2] OFF	[0]10[2]6
JMHSFJ1	JMSM9B1	9286	25251	40	32	[0] 19 40 69 90 [2] 5 30	[0] OFF[2] OFF	[0]14[2]40
JMHSFJ2	JMSM9B1	9286	25252	49	15	[0] 17 49 76 [2] 11	[0] ON[2] OFF	[0]15[2]2
JMHSFJ3	JMSM9B1	9286	25253	47	53	[0] 26 47 59 64 73 79 [2] 8 93	[0] ON[2] OFF	[0]16[2]63
JMHSFU1	JMSM9B1	9286	25181	43	25	[0] 2 43 89 [2] 8	[0] ON[2] OFF	[0]17[2]1
JMHSFU2	JMSM9B1	9286	25182	31	37	[0] 5 31 61 77 [2] 15 21	[0] ON[2] OFF	[0]18[2]46
JMHSFU3	JMSM9B1	9286	25183	51	31	[0] 51 63 69 [2] 57	[0] ON[2] OFF	[0]19[2]29
JMHSHF1	JMSM9B1	9286	25241	36	32	[0] 18 36 55 63 [2] 1 22	[0] ON[2] OFF	[0]21[2]23
JMHSHF2	JMSM9B1	9286	25242	40	13	[0] 11 40 74 [2] 92	[0] ON[2] OFF	[0]22[2]49
JMHSHF3	JMSM9B1	9286	25243	49	66	[0] 14 49 57 [2] 82	[0] ON[2] OFF	[0]37[2]55
JMHSHU1	JMSM9B1	9286	21001	55	73	[0] 2 8 11 55 59 63 81 [2] 90	[0] ON[2] OFF	[0]34[2]22
JMHSHU2	JMSM9B1	9286	21002	47	52	[0] 29 47 69 75 92 [1] 1022 [2] 4 19	[0] ON[1] OFF[2] OFF	[0]29[1]52[2]20
JMHSHU3	JMSM9B1	9286	21003	43	67	[0] 43 62 65 72 79 83 [2] 6 57	[0] ON[2] OFF	[0]25[2]19
