CELL	BSC	LAI	CI	BCCH	BSIC	
JDTXPA1	JMSM5B1	10065	30211	530	50	
JDTXPA2	JMSM5B1	10065	30212	520	32	
JDTXPA3	JMSM5B1	10065	33533	532	26	
JDTYSC1	JMSM5B1	10065	30131	520	56	
JDTYSC2	JMSM5B1	10065	30132	522	51	
JDTYSC3	JMSM5B1	10065	30133	531	16	
JDTYYL1	JMSM5B1	10065	30101	537	32	
JDTYYL2	JMSM5B1	10065	30102	518	67	
JDTYYL3	JMSM5B1	10065	30103	527	17	
JMJK519	JMSM5B1	10065	10000	9	30	
JMTCHX1	JMSM5B1	10065	20141	51	11	
JMTCHX2	JMSM5B1	10065	20142	38	32	
JMTCHX3	JMSM5B1	10065	20143	42	24	
JMTDGC1	JMSM5B1	10065	20021	47	61	
JMTDGC2	JMSM5B1	10065	20022	38	44	
JMTDGC3	JMSM5B1	10065	20363	50	31	
JMTDGC8	JMSM5B1	10065	20368	53	70	
JMTEJN1	JMSM5B1	10065	20151	37	77	
JMTEJN2	JMSM5B1	10065	20152	46	25	
JMTEJN3	JMSM5B1	10065	20153	51	23	
JMTFCS1	JMSM5B1	10065	20161	47	11	
JMTFCS2	JMSM5B1	10065	20162	32	46	
JMTFCS3	JMSM5B1	10065	20163	49	11	
JMTHBI1	JMSM5B1	10065	20171	35	70	
JMTHBI2	JMSM5B1	10065	20172	45	10	
JMTHBI3	JMSM5B1	10065	20173	49	46	
JMTHHY1	JMSM5B1	10065	20181	32	66	
JMTHHY2	JMSM5B1	10065	20182	36	17	
JMTHHY3	JMSM5B1	10065	20183	49	71	
JMTJYC1	JMSM5B1	10065	20201	50	56	
JMTJYC2	JMSM5B1	10065	20202	46	46	
JMTJYC3	JMSM5B1	10065	20203	48	42	
JMTKXG1	JMSM5B1	10065	20211	38	73	
JMTKXG2	JMSM5B1	10065	20212	36	55	
JMTKXG3	JMSM5B1	10065	20213	54	55	
JMTLFZ1	JMSM5B1	10065	20011	43	20	
JMTLFZ2	JMSM5B1	10065	20012	53	52	
JMTLFZ3	JMSM5B1	10065	20013	35	11	
JMTMZC1	JMSM5B1	10065	20231	53	27	
JMTMZC2	JMSM5B1	10065	20232	41	24	
JMTMZC3	JMSM5B1	10065	20233	43	50	
JMTPYG1	JMSM5B1	10065	23521	35	27	
JMTPYG2	JMSM5B1	10065	23522	40	75	
JMTPYG3	JMSM5B1	10065	23523	52	62	
JMTQFU1	JMSM5B1	10065	20001	51	21	
JMTQFU2	JMSM5B1	10065	20002	33	74	
JMTQFU3	JMSM5B1	10065	20003	37	34	
JMTRHY1	JMSM5B1	10065	21001	41	23	
JMTRHY2	JMSM5B1	10065	21002	46	72	
JMTSFU1	JMSM5B1	10065	20251	50	15	
JMTSFU2	JMSM5B1	10065	20252	34	55	
JMTSFU3	JMSM5B1	10065	20253	37	14	
JMTSYC1	JMSM5B1	10065	23591	31	34	
JMTSYC2	JMSM5B1	10065	23592	47	46	
JMTSYC3	JMSM5B1	10065	23593	38	24	
JMTSYJ1	JMSM5B1	10065	24101	52	50	
JMTSYJ2	JMSM5B1	10065	24102	44	41	
JMTSYJ3	JMSM5B1	10065	24103	36	76	
JMTTDL1	JMSM5B1	10065	20271	53	53	
JMTTDL2	JMSM5B1	10065	20272	50	26	
JMTTDL3	JMSM5B1	10065	20273	44	61	
JMTTJG1	JMSM5B1	10065	20281	54	70	
JMTTJG2	JMSM5B1	10065	20282	46	10	
JMTTJG3	JMSM5B1	10065	20283	34	60	
JMTTJG8	JMSM5B1	10065	20288	49	16	
JMTTLG9	JMSM5B1	10065	20299	51	66	
JMTTSA1	JMSM5B1	10065	21011	31	33	
JMTTSA2	JMSM5B1	10065	21012	34	17	
JMTTSA3	JMSM5B1	10065	21013	45	20	
JMTTSC1	JMSM5B1	10065	20101	35	32	
JMTTSC2	JMSM5B1	10065	20102	44	74	
JMTTSC3	JMSM5B1	10065	20103	40	27	
JMTTSN1	JMSM5B1	10065	20301	52	34	
JMTTSN2	JMSM5B1	10065	20302	47	43	
JMTTSN3	JMSM5B1	10065	20303	39	14	
JMTWHC1	JMSM5B1	10065	20311	33	12	
JMTWHC2	JMSM5B1	10065	20312	42	71	
JMTWHC3	JMSM5B1	10065	20313	31	41	
JMTWHG1	JMSM5B1	10065	20321	46	52	
JMTWHG2	JMSM5B1	10065	20322	54	36	
JMTWHG3	JMSM5B1	10065	20323	33	22	
JMTXPA1	JMSM5B1	10065	23531	48	11	
JMTXPA2	JMSM5B1	10065	23532	37	60	
JMTXPA3	JMSM5B1	10065	23533	31	51	
JMTXXX1	JMSM5B1	10065	23581	32	11	
JMTXXX2	JMSM5B1	10065	23582	43	12	
JMTXXX3	JMSM5B1	10065	23583	45	56	
JMTYSC1	JMSM5B1	10065	20331	48	54	
JMTYSC2	JMSM5B1	10065	20332	31	12	
JMTYSC3	JMSM5B1	10065	20333	45	16	
JMTYYL1	JMSM5B1	10065	20131	47	55	
JMTYYL2	JMSM5B1	10065	20132	49	14	
JMTYYL3	JMSM5B1	10065	20133	53	76	
JMTZHJ1	JMSM5B1	10065	20341	34	54	
JMTZHJ2	JMSM5B1	10065	20342	32	41	
JMTZHJ3	JMSM5B1	10065	20343	42	25	
JDKHTG3	JMSM5B2	10066	30523	512	60	
JDKYSN1	JMSM5B2	10066	30081	514	27	
JDKYSN2	JMSM5B2	10066	30082	516	34	
JDKYSN3	JMSM5B2	10066	30083	536	42	
JDTBGG1	JMSM5B2	10066	36001	513	25	
JDTBGG2	JMSM5B2	10066	30022	522	44	
JDTBGG3	JMSM5B2	10066	36003	537	11	
JDTBGY1	JMSM5B2	10066	33561	533	14	
JDTBGY2	JMSM5B2	10066	33562	526	16	
JDTDMN1	JMSM5B2	10066	30001	520	71	
JDTDMN2	JMSM5B2	10066	30002	516	43	
JDTDMN3	JMSM5B2	10066	30003	535	26	
JDTHEH1	JMSM5B2	10066	20451	523	54	
JDTHEH2	JMSM5B2	10066	20452	514	32	
JDTHEH3	JMSM5B2	10066	20453	518	23	
JDTLAL1	JMSM5B2	10066	30371	526	15	
JDTLAL2	JMSM5B2	10066	30372	515	12	
JDTLAL3	JMSM5B2	10066	30373	524	22	
JDTLBX1	JMSM5B2	10066	20071	513	14	
JDTLBX2	JMSM5B2	10066	20072	515	70	
JDTLBX3	JMSM5B2	10066	20073	519	24	
JDTNMZ1	JMSM5B2	10066	30061	536	34	
JDTNMZ2	JMSM5B2	10066	30062	531	36	
JDTNMZ3	JMSM5B2	10066	30063	517	43	
JDTQLJ1	JMSM5B2	10066	30041	532	64	
JDTQLJ2	JMSM5B2	10066	30042	530	47	
JDTQLJ3	JMSM5B2	10066	30043	520	25	
JDTSGH1	JMSM5B2	10066	30631	516	47	
JDTSGH3	JMSM5B2	10066	30633	524	51	
JDTSNC1	JMSM5B2	10066	36061	517	12	
JDTSNC2	JMSM5B2	10066	36062	512	13	
JDTSNC3	JMSM5B2	10066	36063	515	63	
JDTTSB1	JMSM5B2	10066	30651	523	12	
JDTTSB2	JMSM5B2	10066	30652	534	15	
JDTTSB3	JMSM5B2	10066	30653	536	23	
JDTWJJ1	JMSM5B2	10066	30031	528	56	
JDTWJJ2	JMSM5B2	10066	30032	512	73	
JDTWJJ3	JMSM5B2	10066	30033	516	54	
JDTXQL1	JMSM5B2	10066	30051	516	26	
JDTXQL2	JMSM5B2	10066	30052	519	77	
JDTXQL3	JMSM5B2	10066	30053	526	41	
JDTXSF1	JMSM5B2	10066	30071	515	25	
JDTXSF2	JMSM5B2	10066	30072	519	14	
JDTXSF3	JMSM5B2	10066	30073	521	21	
JDTYJA1	JMSM5B2	10066	36101	518	34	
JDTYJA2	JMSM5B2	10066	26112	522	20	
JDTYJA3	JMSM5B2	10066	36103	512	12	
JMJK529	JMSM5B2	10066	10001	9	30	
JMKDCG1	JMSM5B2	10066	20051	58	11	
JMKDCG2	JMSM5B2	10066	20052	54	20	
JMKDCG3	JMSM5B2	10066	20053	56	40	
JMKHLG1	JMSM5B2	10066	20101	57	27	
JMKHLG2	JMSM5B2	10066	20102	38	74	
JMKHLG3	JMSM5B2	10066	20103	43	45	
JMKHTG1	JMSM5B2	10066	20121	52	25	
JMKHTG2	JMSM5B2	10066	20122	44	36	
JMKHTG3	JMSM5B2	10066	20123	48	72	
JMKRQN1	JMSM5B2	10066	21451	36	71	
JMKRQN2	JMSM5B2	10066	21452	40	20	
JMKRQN3	JMSM5B2	10066	21453	42	60	
JMKSXL1	JMSM5B2	10066	20251	48	23	
JMKSXL2	JMSM5B2	10066	20252	57	40	
JMKYSN1	JMSM5B2	10066	20301	41	11	
JMKYSN2	JMSM5B2	10066	20302	51	42	
JMKYSN3	JMSM5B2	10066	20303	31	31	
JMKZGU1	JMSM5B2	10066	20331	38	23	
JMKZGU2	JMSM5B2	10066	20332	34	36	
JMKZGU3	JMSM5B2	10066	20333	47	35	
JMTBGD9	JMSM5B2	10066	20349	31	62	
JMTBGG1	JMSM5B2	10066	26001	57	63	
JMTBGG2	JMSM5B2	10066	26002	34	66	
JMTBGY1	JMSM5B2	10066	23561	37	71	
JMTBGY2	JMSM5B2	10066	23562	46	47	
JMTBGY3	JMSM5B2	10066	23563	56	62	
JMTBSA1	JMSM5B2	10066	20351	37	37	
JMTBSA2	JMSM5B2	10066	20352	49	65	
JMTBSA3	JMSM5B2	10066	20353	53	14	
JMTBSA5	JMSM5B2	10066	20355	51	27	
JMTBSA8	JMSM5B2	10066	20358	56	35	
JMTBSI1	JMSM5B2	10066	20361	58	67	
JMTBSI2	JMSM5B2	10066	20362	45	64	
JMTBSI3	JMSM5B2	10066	20363	36	72	
JMTBXC1	JMSM5B2	10066	20371	33	27	
JMTBXC2	JMSM5B2	10066	20372	46	16	
JMTBXC3	JMSM5B2	10066	20373	49	75	
JMTBXN1	JMSM5B2	10066	20381	41	77	
JMTBXN2	JMSM5B2	10066	20382	37	65	
JMTBXN3	JMSM5B2	10066	20383	39	36	
JMTCJG1	JMSM5B2	10066	30011	41	25	
JMTCJG2	JMSM5B2	10066	30012	43	55	
JMTCJG3	JMSM5B2	10066	30013	45	13	
JMTDKG1	JMSM5B2	10066	20391	40	63	
JMTDKG2	JMSM5B2	10066	20392	34	61	
JMTDKG3	JMSM5B2	10066	20393	56	60	
JMTDMN1	JMSM5B2	10066	20401	35	61	
JMTDMN2	JMSM5B2	10066	20402	51	75	
JMTDMN3	JMSM5B2	10066	20403	48	15	
JMTGAJ1	JMSM5B2	10066	20411	50	62	
JMTGAJ2	JMSM5B2	10066	20412	55	64	
JMTGAJ3	JMSM5B2	10066	20413	42	70	
JMTHEH1	JMSM5B2	10066	20421	39	70	
JMTHEH2	JMSM5B2	10066	20422	58	76	
JMTHEH3	JMSM5B2	10066	20423	41	71	
JMTHHU6	JMSM5B2	10066	20436	39	74	
JMTHSI1	JMSM5B2	10066	20441	37	23	
JMTHSI2	JMSM5B2	10066	20442	40	33	
JMTHSI3	JMSM5B2	10066	20443	53	43	
JMTHTG1	JMSM5B2	10066	21301	50	63	
JMTHTG2	JMSM5B2	10066	21302	42	30	
JMTHTG3	JMSM5B2	10066	21303	54	21	
JMTHXI1	JMSM5B2	10066	20461	48	72	
JMTHXI2	JMSM5B2	10066	20462	50	35	
JMTHXI3	JMSM5B2	10066	20463	44	30	
JMTKNG1	JMSM5B2	10066	20471	35	34	
JMTLAL1	JMSM5B2	10066	20001	54	32	
JMTLAL2	JMSM5B2	10066	20002	39	55	
JMTLAL3	JMSM5B2	10066	20003	33	33	
JMTLAN1	JMSM5B2	10066	21311	38	57	
JMTLAN2	JMSM5B2	10066	21312	56	37	
JMTLAN3	JMSM5B2	10066	21313	44	20	
JMTLAN8	JMSM5B2	10066	21314	52	12	
JMTLBN1	JMSM5B2	10066	20491	31	17	
JMTLBN2	JMSM5B2	10066	20492	43	74	
JMTLBX0	JMSM5B2	10066	20500	52	55	
JMTLDG1	JMSM5B2	10066	20511	32	54	
JMTLDG2	JMSM5B2	10066	20512	57	60	
JMTLDG3	JMSM5B2	10066	20513	53	66	
JMTLDN1	JMSM5B2	10066	26121	51	45	
JMTLDN2	JMSM5B2	10066	26122	53	75	
JMTLDN3	JMSM5B2	10066	26123	39	31	
JMTLDO1	JMSM5B2	10066	21321	48	74	
JMTLDO2	JMSM5B2	10066	21322	58	44	
JMTLNN1	JMSM5B2	10066	21331	49	37	
JMTLNN2	JMSM5B2	10066	21332	54	51	
JMTLNN3	JMSM5B2	10066	21333	51	16	
JMTMCG1	JMSM5B2	10066	20541	33	45	
JMTMCG2	JMSM5B2	10066	20542	51	55	
JMTMCG3	JMSM5B2	10066	20543	46	45	
JMTMLN1	JMSM5B2	10066	20551	58	64	
JMTMLN2	JMSM5B2	10066	20552	33	54	
JMTMLN3	JMSM5B2	10066	20553	35	67	
JMTMSN1	JMSM5B2	10066	20561	48	77	
JMTMSN2	JMSM5B2	10066	20562	31	40	
JMTMSN3	JMSM5B2	10066	20563	44	66	
JMTMZY1	JMSM5B2	10066	21341	37	27	
JMTMZY2	JMSM5B2	10066	21342	32	72	
JMTMZY3	JMSM5B2	10066	21343	52	13	
JMTNJN1	JMSM5B2	10066	21351	46	70	
JMTNJN2	JMSM5B2	10066	21352	35	52	
JMTNJN3	JMSM5B2	10066	21353	44	43	
JMTNJN5	JMSM5B2	10066	21355	56	25	
JMTNJN8	JMSM5B2	10066	21354	52	46	
JMTNMZ1	JMSM5B2	10066	20581	45	65	
JMTNMZ2	JMSM5B2	10066	20582	50	51	
JMTNMZ3	JMSM5B2	10066	20583	33	34	
JMTNWG1	JMSM5B2	10066	21361	33	77	
JMTNWG2	JMSM5B2	10066	21362	37	51	
JMTNWG3	JMSM5B2	10066	21363	43	17	
JMTPBU1	JMSM5B2	10066	20601	50	20	
JMTPBU2	JMSM5B2	10066	20602	35	51	
JMTPBU3	JMSM5B2	10066	20603	45	50	
JMTQLJ1	JMSM5B2	10066	20011	50	32	
JMTQLJ2	JMSM5B2	10066	20012	45	45	
JMTQLJ3	JMSM5B2	10066	20013	38	25	
JMTRHU1	JMSM5B2	10066	20031	36	10	
JMTRHU2	JMSM5B2	10066	20032	53	21	
JMTRHU3	JMSM5B2	10066	20033	55	76	
JMTSBA1	JMSM5B2	10066	20611	37	10	
JMTSBA2	JMSM5B2	10066	20612	31	70	
JMTSBA3	JMSM5B2	10066	20613	35	65	
JMTSGG1	JMSM5B2	10066	21371	37	54	
JMTSGG2	JMSM5B2	10066	21372	47	20	
JMTSGH1	JMSM5B2	10066	20631	48	70	
JMTSGH2	JMSM5B2	10066	20632	56	55	
JMTSGH3	JMSM5B2	10066	20633	41	75	
JMTSHE1	JMSM5B2	10066	21381	37	61	
JMTSHE2	JMSM5B2	10066	21382	54	61	
JMTSHE3	JMSM5B2	10066	21383	31	36	
JMTSHE8	JMSM5B2	10066	21384	42	44	
JMTSHT1	JMSM5B2	10066	26051	43	77	
JMTSHT2	JMSM5B2	10066	26052	38	61	
JMTSHW1	JMSM5B2	10066	21391	46	56	
JMTSHW2	JMSM5B2	10066	21392	31	67	
JMTSHW3	JMSM5B2	10066	21393	58	51	
JMTSLG1	JMSM5B2	10066	20651	40	22	
JMTSLG2	JMSM5B2	10066	20652	38	67	
JMTSLG3	JMSM5B2	10066	20653	44	62	
JMTSLO1	JMSM5B2	10066	20661	49	50	
JMTSLO2	JMSM5B2	10066	20662	42	56	
JMTSLO3	JMSM5B2	10066	20663	32	64	
JMTSNC1	JMSM5B2	10066	26061	38	13	
JMTSNC2	JMSM5B2	10066	26062	46	11	
JMTSNC3	JMSM5B2	10066	26063	44	64	
JMTSNC8	JMSM5B2	10066	26068	31	44	
JMTSNN1	JMSM5B2	10066	20671	37	70	
JMTSNN2	JMSM5B2	10066	20672	56	56	
JMTSSQ1	JMSM5B2	10066	20681	51	37	
JMTSSQ2	JMSM5B2	10066	20682	42	54	
JMTSTG1	JMSM5B2	10066	21401	39	17	
JMTSTG2	JMSM5B2	10066	21402	41	31	
JMTSTG3	JMSM5B2	10066	21403	56	52	
JMTSXI1	JMSM5B2	10066	20701	55	62	
JMTSXI2	JMSM5B2	10066	20702	41	21	
JMTSXI3	JMSM5B2	10066	20703	45	36	
JMTTLE1	JMSM5B2	10066	20711	45	53	
JMTTLE2	JMSM5B2	10066	20712	47	66	
JMTTLE3	JMSM5B2	10066	20713	55	67	
JMTTSB1	JMSM5B2	10066	26071	40	14	
JMTTSB2	JMSM5B2	10066	26072	36	65	
JMTTSB3	JMSM5B2	10066	26073	42	26	
JMTWDI1	JMSM5B2	10066	20731	51	65	
JMTWDI2	JMSM5B2	10066	20732	38	52	
JMTWDI3	JMSM5B2	10066	20733	32	75	
JMTWJJ1	JMSM5B2	10066	20741	39	33	
JMTWJJ2	JMSM5B2	10066	20742	43	76	
JMTWJJ3	JMSM5B2	10066	20743	48	63	
JMTWQN1	JMSM5B2	10066	21411	34	52	
JMTWQN2	JMSM5B2	10066	21412	58	46	
JMTWQN3	JMSM5B2	10066	21413	48	24	
JMTWWN1	JMSM5B2	10066	21421	40	74	
JMTWWN2	JMSM5B2	10066	21422	50	55	
JMTWWN3	JMSM5B2	10066	21423	58	63	
JMTXHA1	JMSM5B2	10066	21431	57	17	
JMTXHA2	JMSM5B2	10066	21432	49	34	
JMTXHA3	JMSM5B2	10066	21433	34	41	
JMTXHC1	JMSM5B2	10066	23551	42	76	
JMTXQL1	JMSM5B2	10066	20021	43	24	
JMTXQL2	JMSM5B2	10066	20022	40	44	
JMTXQL3	JMSM5B2	10066	20023	54	45	
JMTXSF1	JMSM5B2	10066	20771	42	11	
JMTXSF2	JMSM5B2	10066	20772	34	71	
JMTXSF3	JMSM5B2	10066	20773	54	44	
JMTYAN1	JMSM5B2	10066	20781	52	15	
JMTYAN2	JMSM5B2	10066	20782	33	64	
JMTYAN3	JMSM5B2	10066	20783	49	23	
JMTYCG1	JMSM5B2	10066	21441	47	73	
JMTYCG2	JMSM5B2	10066	21442	33	76	
JMTYCG3	JMSM5B2	10066	21443	35	71	
JMTYDG9	JMSM5B2	10066	26099	48	41	
JMTYJA1	JMSM5B2	10066	26101	48	33	
JMTYJA2	JMSM5B2	10066	26102	31	46	
JMTYJA3	JMSM5B2	10066	26103	50	23	
JMTZDG1	JMSM5B2	10066	20801	44	76	
JMTZDG2	JMSM5B2	10066	20802	54	64	
JMTZDG3	JMSM5B2	10066	20803	58	14	
JMJK719	JMSM7B1	10067	10001	9	30	
JMJSFZ1	JMSM7B1	10067	26051	38	74	
JMJSFZ2	JMSM7B1	10067	26052	52	70	
JMJSFZ3	JMSM7B1	10067	26053	43	70	
JMJWSY1	JMSM7B1	10067	62931	50	74	
JMJWSY2	JMSM7B1	10067	62932	39	45	
JMJWSY3	JMSM7B1	10067	20243	42	56	
JMXASG1	JMSM7B1	10067	65403	43	16	
JMXBQG1	JMSM7B1	10067	65404	50	76	
JMXBQG2	JMSM7B1	10067	65405	54	71	
JMXDAC1	JMSM7B1	10067	20001	37	61	
JMXDAC2	JMSM7B1	10067	20002	31	46	
JMXDAO1	JMSM7B1	10067	62671	32	33	
JMXDAO2	JMSM7B1	10067	62672	41	16	
JMXDAO3	JMSM7B1	10067	21743	39	72	
JMXDAO8	JMSM7B1	10067	65406	50	45	
JMXDFG1	JMSM7B1	10067	65401	38	50	
JMXDFG2	JMSM7B1	10067	20022	41	44	
JMXDGX1	JMSM7B1	10067	20341	42	40	
JMXDGX2	JMSM7B1	10067	20342	44	71	
JMXDGX3	JMSM7B1	10067	20343	46	74	
JMXDLI1	JMSM7B1	10067	65432	48	46	
JMXDLI2	JMSM7B1	10067	63182	43	51	
JMXDLI3	JMSM7B1	10067	22793	31	37	
JMXEXI9	JMSM7B1	10067	25699	44	15	
JMXGHQ1	JMSM7B1	10067	21821	43	61	
JMXGHQ2	JMSM7B1	10067	21822	52	71	
JMXGHQ3	JMSM7B1	10067	21823	46	26	
JMXGTN1	JMSM7B1	10067	22891	54	47	
JMXGTN2	JMSM7B1	10067	22892	33	52	
JMXGTN3	JMSM7B1	10067	22893	31	32	
JMXHBU1	JMSM7B1	10067	64651	53	71	
JMXHBU2	JMSM7B1	10067	63152	41	31	
JMXHBU3	JMSM7B1	10067	63153	44	57	
JMXJMN1	JMSM7B1	10067	63291	45	21	
JMXJMN2	JMSM7B1	10067	63292	43	15	
JMXJMN3	JMSM7B1	10067	63293	38	75	
JMXJZS1	JMSM7B1	10067	20601	48	65	
JMXJZS2	JMSM7B1	10067	20602	35	44	
JMXJZS3	JMSM7B1	10067	20603	41	72	
JMXLDC1	JMSM7B1	10067	21971	52	64	
JMXLDC2	JMSM7B1	10067	21972	39	55	
JMXLDC3	JMSM7B1	10067	21973	50	25	
JMXLHE1	JMSM7B1	10067	22821	32	16	
JMXLHE2	JMSM7B1	10067	22822	34	72	
JMXLHE3	JMSM7B1	10067	22823	45	30	
JMXLQN1	JMSM7B1	10067	63161	45	52	
JMXLQN2	JMSM7B1	10067	63162	54	13	
JMXLQN3	JMSM7B1	10067	22043	50	66	
JMXMGE1	JMSM7B1	10067	63221	42	62	
JMXMGE2	JMSM7B1	10067	63222	32	12	
JMXMGE3	JMSM7B1	10067	63223	51	41	
JMXMLS1	JMSM7B1	10067	25771	44	47	
JMXMLS2	JMSM7B1	10067	25772	36	52	
JMXMLS3	JMSM7B1	10067	25773	34	32	
JMXMSE6	JMSM7B1	10067	23676	54	26	
JMXMSY6	JMSM7B1	10067	20335	36	47	
JMXMWN1	JMSM7B1	10067	63191	46	27	
JMXMWN2	JMSM7B1	10067	63192	37	27	
JMXMWN3	JMSM7B1	10067	21903	31	13	
JMXMZU1	JMSM7B1	10067	22031	41	60	
JMXMZU2	JMSM7B1	10067	22032	54	62	
JMXMZU3	JMSM7B1	10067	22033	48	72	
JMXNFU1	JMSM7B1	10067	22781	46	32	
JMXNFU2	JMSM7B1	10067	22782	34	71	
JMXNGT1	JMSM7B1	10067	65400	31	63	
JMXNGT2	JMSM7B1	10067	20882	52	53	
JMXNGT3	JMSM7B1	10067	20883	37	51	
JMXNLG1	JMSM7B1	10067	63171	42	77	
JMXNLG2	JMSM7B1	10067	63172	52	27	
JMXNLG3	JMSM7B1	10067	63173	50	27	
JMXNZG1	JMSM7B1	10067	64661	46	33	
JMXNZG2	JMSM7B1	10067	63142	40	24	
JMXNZG3	JMSM7B1	10067	63143	33	46	
JMXPZI1	JMSM7B1	10067	25761	33	36	
JMXPZI2	JMSM7B1	10067	25762	46	17	
JMXPZI3	JMSM7B1	10067	25763	40	34	
JMXPZI6	JMSM7B1	10067	20586	37	36	
JMXSCN1	JMSM7B1	10067	64641	48	35	
JMXSCN2	JMSM7B1	10067	62682	32	65	
JMXSCN3	JMSM7B1	10067	62683	34	55	
JMXSDI1	JMSM7B1	10067	63201	35	31	
JMXSDI2	JMSM7B1	10067	63202	52	74	
JMXSDI3	JMSM7B1	10067	22713	46	34	
JMXSDX1	JMSM7B1	10067	20061	39	23	
JMXSDX2	JMSM7B1	10067	20062	42	44	
JMXSDX3	JMSM7B1	10067	20063	49	47	
JMXSGG6	JMSM7B1	10067	21716	43	66	
JMXSHJ1	JMSM7B1	10067	62661	53	64	
JMXSHJ2	JMSM7B1	10067	21722	49	35	
JMXSHJ3	JMSM7B1	10067	62663	34	26	
JMXSHW1	JMSM7B1	10067	20051	53	33	
JMXSHW2	JMSM7B1	10067	20052	37	74	
JMXSHW3	JMSM7B1	10067	20053	48	60	
JMXSJG1	JMSM7B1	10067	22811	53	14	
JMXSJG2	JMSM7B1	10067	22812	42	26	
JMXSJG3	JMSM7B1	10067	22813	40	20	
JMXSJO1	JMSM7B1	10067	63211	44	54	
JMXSJO2	JMSM7B1	10067	63212	50	40	
JMXSJO3	JMSM7B1	10067	22803	48	55	
JMXSLH1	JMSM7B1	10067	25661	51	44	
JMXSLH2	JMSM7B1	10067	25662	42	24	
JMXSLH3	JMSM7B1	10067	25663	37	21	
JMXSLV1	JMSM7B1	10067	21941	51	10	
JMXSLV2	JMSM7B1	10067	21942	54	55	
JMXSLV3	JMSM7B1	10067	21943	42	22	
JMXXCN1	JMSM7B1	10067	22721	33	76	
JMXXCN2	JMSM7B1	10067	22722	40	27	
JMXXCN3	JMSM7B1	10067	22723	36	64	
JMXXJC2	JMSM7B1	10067	25672	37	55	
JMXXJC3	JMSM7B1	10067	25673	47	57	
JMXXSA1	JMSM7B1	10067	62651	36	20	
JMXXSA2	JMSM7B1	10067	62652	54	72	
JMXXSA3	JMSM7B1	10067	22023	53	13	
JMXXSA8	JMSM7B1	10067	22028	40	67	
JMXXSQ1	JMSM7B1	10067	20221	42	12	
JMXXSQ2	JMSM7B1	10067	20222	32	43	
JMXXSQ3	JMSM7B1	10067	20223	44	30	
JMXXWN1	JMSM7B1	10067	26201	36	43	
JMXXWN2	JMSM7B1	10067	26202	34	44	
JMXXWN3	JMSM7B1	10067	26203	41	67	
JMXXYI1	JMSM7B1	10067	62641	40	57	
JMXXYI2	JMSM7B1	10067	22732	47	42	
JMXXYI3	JMSM7B1	10067	22733	51	64	
JMXYBC4	JMSM7B1	10067	20774	31	23	
JMXYCS1	JMSM7B1	10067	20501	52	55	
JMXYCS2	JMSM7B1	10067	63282	33	70	
JMXYCS3	JMSM7B1	10067	63283	38	20	
JMXYMI6	JMSM7B1	10067	20442	31	17	
JMXZHX9	JMSM7B1	10067	20759	32	23	
JMXZJT1	JMSM7B1	10067	20071	45	21	
JMXZJT2	JMSM7B1	10067	20072	47	55	
JDEJTG1	JMSM7B2	9283	20771	517	16	
JDEJTG2	JMSM7B2	9283	20772	520	21	
JDEJTG3	JMSM7B2	9283	20773	523	35	
JDEJZU1	JMSM7B2	9283	30001	535	25	
JDEJZU2	JMSM7B2	9283	30002	514	37	
JDEJZU3	JMSM7B2	9283	30003	530	46	
JDENTG1	JMSM7B2	9283	20441	513	17	
JDENTG2	JMSM7B2	9283	20444	519	42	
JDENTG3	JMSM7B2	9283	20443	524	21	
JMEBCG1	JMSM7B2	9283	20001	39	66	
JMEBCG2	JMSM7B2	9283	20002	47	26	
JMEBCG3	JMSM7B2	9283	20003	34	54	
JMEBHE1	JMSM7B2	9283	20011	42	52	
JMEBHE2	JMSM7B2	9283	20012	57	36	
JMEBHE3	JMSM7B2	9283	20013	55	26	
JMEBQG1	JMSM7B2	9283	20721	36	21	
JMEBQG2	JMSM7B2	9283	20722	54	67	
JMEBQG3	JMSM7B2	9283	20723	58	64	
JMEBSI1	JMSM7B2	9283	20021	50	64	
JMEBSI2	JMSM7B2	9283	20022	36	52	
JMEBSI3	JMSM7B2	9283	20023	52	30	
JMEBYN1	JMSM7B2	9283	20701	38	70	
JMEBYN2	JMSM7B2	9283	20702	44	65	
JMEBYN3	JMSM7B2	9283	20703	56	16	
JMEBYN8	JMSM7B2	9283	20708	32	51	
JMECAK1	JMSM7B2	9283	20031	46	22	
JMECAK2	JMSM7B2	9283	20032	58	55	
JMECAK3	JMSM7B2	9283	20033	55	32	
JMECDG1	JMSM7B2	9283	65431	48	31	
JMECPG1	JMSM7B2	9283	20901	51	63	
JMECPG2	JMSM7B2	9283	20902	47	67	
JMECPG3	JMSM7B2	9283	20903	31	60	
JMECWN1	JMSM7B2	9283	65418	56	57	
JMECWN2	JMSM7B2	9283	65419	50	66	
JMEDBY1	JMSM7B2	9283	20041	33	61	
JMEDBY2	JMSM7B2	9283	20042	57	54	
JMEDBY3	JMSM7B2	9283	20043	51	50	
JMEDHI1	JMSM7B2	9283	20051	58	67	
JMEDHI2	JMSM7B2	9283	65402	56	70	
JMEDHI3	JMSM7B2	9283	20053	47	61	
JMEDHI8	JMSM7B2	9283	20058	37	57	
JMEDPO1	JMSM7B2	9283	20071	40	54	
JMEDPO2	JMSM7B2	9283	20072	36	56	
